title,animal,season,episode,copies,durationText,durationSeconds,videoId,url,mergedVideoIds
Mushroom Sun Cream,Mushroom Sun Cream,,,1,10:15,615,tS7qOGn4NF4,https://www.youtube.com/watch?v=tS7qOGn4NF4,
Needle Noses,Needle Noses,,,1,10:00,600,0QMUyXdhpDQ,https://www.youtube.com/watch?v=0QMUyXdhpDQ,
Perils of the Coral Reef,Perils of the Coral Reef,,,1,10:02,602,7Z6bEXe9vr8,https://www.youtube.com/watch?v=7Z6bEXe9vr8,
Sunscreen for Fishes,Sunscreen for Fishes,,,1,10:15,615,#NAME?,https://www.youtube.com/watch?v=-S5e32XwJ9M,
Sunscreen for Whales,Sunscreen for Whales,,,1,10:15,615,3F7rSFZxRk8,https://www.youtube.com/watch?v=3F7rSFZxRk8,
The Lonliest Whale,Lonliest Whale,,,1,10:00,600,b7rRkcdkQ_g,https://www.youtube.com/watch?v=b7rRkcdkQ_g,
The Scaredy Squid!,Scaredy Squid!,,,1,10:00,600,3wskiFk3UrY,https://www.youtube.com/watch?v=3wskiFk3UrY,
The Triggerfish,Triggerfish,,,1,10:00,600,QkDTTe1QM5U,https://www.youtube.com/watch?v=QkDTTe1QM5U,
🌀 The Black Banded Sea Kraits 🐍,Black Banded Sea Kraits,,,1,10:16,616,0C0nvIm2Az8,https://www.youtube.com/watch?v=0C0nvIm2Az8,
🐻 The Teeny Water Bears ⛑️,Teeny Water Bears,,,1,10:16,616,8O2MBzR_zq0,https://www.youtube.com/watch?v=8O2MBzR_zq0,
